read_at,date,weekday,day_type,club,slug,court,cover,start,time_band,status,price_90,price_60
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,1 Esterno,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,1 Esterno,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,1 Esterno,outdoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,2 Esterno,outdoor,20:30,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,2 Esterno,outdoor,21:00,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,2 Esterno,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,2 Esterno,outdoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,3 COPERTO,indoor,20:30,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,3 COPERTO,indoor,21:00,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,3 COPERTO,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,3 COPERTO,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,4 COPERTO,indoor,20:30,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,4 COPERTO,indoor,21:00,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,4 COPERTO,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,4 COPERTO,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Kuikma Indoor,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Kuikma Indoor,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Kuikma Indoor,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Kuikma Indoor,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,6 Indoor,indoor,20:30,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,6 Indoor,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,6 Indoor,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,6 Indoor,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,My Gym City Indoor,indoor,20:30,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,My Gym City Indoor,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,My Gym City Indoor,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,My Gym City Indoor,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,8 Esterno,outdoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,8 Esterno,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,8 Esterno,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,8 Esterno,outdoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo A Esterno,outdoor,20:30,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo A Esterno,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo A Esterno,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo A Esterno,outdoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo B Esterno,outdoor,20:30,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo B Esterno,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo B Esterno,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo B Esterno,outdoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 1,indoor,20:30,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 1,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 1,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 1,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 2,indoor,20:30,evening,free,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 2,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 2,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 2,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,H-FARM CAMPUS,h-farm-campus,Padel 1,outdoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,H-FARM CAMPUS,h-farm-campus,Padel 1,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,H-FARM CAMPUS,h-farm-campus,Padel 1,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,H-FARM CAMPUS,h-farm-campus,Padel 2,outdoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,H-FARM CAMPUS,h-farm-campus,Padel 2,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,H-FARM CAMPUS,h-farm-campus,Padel 2,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,indoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,indoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,indoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,indoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,outdoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,outdoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,outdoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,outdoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,outdoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,outdoor,22:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Marina Sporting,marina-sporting,Padel 1,outdoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Marina Sporting,marina-sporting,Padel 1,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Marina Sporting,marina-sporting,Padel 1,outdoor,21:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Marina Sporting,marina-sporting,Padel 2,outdoor,20:30,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Marina Sporting,marina-sporting,Padel 2,outdoor,21:00,evening,booked,,
2026-09-22 20:00,2026-09-22,Tue,weekday,Marina Sporting,marina-sporting,Padel 2,outdoor,21:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Aquafit Padel,aquafit-padel,Padel 1,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Aquafit Padel,aquafit-padel,Padel 1,outdoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Aquafit Padel,aquafit-padel,Padel 1,outdoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Aquafit Padel,aquafit-padel,Padel 2,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Aquafit Padel,aquafit-padel,Padel 2,outdoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Aquafit Padel,aquafit-padel,Padel 2,outdoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 1,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 1,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 2,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 2,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 3,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 3,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,1 Esterno,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,1 Esterno,outdoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,1 Esterno,outdoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,2 Esterno,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,2 Esterno,outdoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,2 Esterno,outdoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,3 COPERTO,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,3 COPERTO,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,3 COPERTO,indoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,4 COPERTO,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,4 COPERTO,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,4 COPERTO,indoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Kuikma Indoor,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Kuikma Indoor,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Kuikma Indoor,indoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,6 Indoor,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,6 Indoor,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,6 Indoor,indoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,My Gym City Indoor,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,My Gym City Indoor,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,My Gym City Indoor,indoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,8 Esterno,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,8 Esterno,outdoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,8 Esterno,outdoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,indoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,indoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo A Esterno,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo A Esterno,outdoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo A Esterno,outdoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo B Esterno,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo B Esterno,outdoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Padel Treviso,padel-treviso,Singolo B Esterno,outdoor,23:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 1,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 1,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 2,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,Altino Sport Village,altino-sport-village,Padel 2,indoor,23:00,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,indoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,outdoor,22:30,evening,booked,,
2026-09-22 22:00,2026-09-22,Tue,weekday,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,outdoor,22:30,evening,booked,,
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,outdoor,10:30,morning,free,32 EUR,24 EUR
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,outdoor,11:00,morning,free,32 EUR,24 EUR
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,outdoor,11:30,morning,free,32 EUR,24 EUR
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,outdoor,12:00,lunch,free,32 EUR,24 EUR
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,outdoor,10:30,morning,booked,,
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,outdoor,11:00,morning,booked,,
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,outdoor,11:30,morning,booked,,
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,outdoor,12:00,lunch,booked,,
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,indoor,10:30,morning,free,,
2026-09-23 10:00,2026-09-23,Wed,weekday,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,indoor,11:00,morning,free,,
